-0.313757 ,0.643126 ,-0.033105 ,0.873150 ,0.220615 ,-1.057409 ,-0.708884 ,0.856613 ,-0.853798 ,-0.446601 ,-0.110374 ,0.951589 ,0.729693 ,-0.569476 ,0.051121 ,0.341971 ,-0.141959 ,-0.561389 ,0.000870 ,0.448168 ,0.030587 ,0.268050 ,-1.111644 ,0.272145 ,
-0.360259 ,-0.389620 ,0.704429 ,0.030705 ,-0.041949 ,0.341089 ,-0.357871 ,-0.253506 ,0.127555 ,0.624721 ,0.799313 ,0.871211 ,0.046984 ,0.723805 ,-1.018607 ,-0.956504 ,1.003499 ,-0.520361 ,0.969940 ,0.859694 ,0.118441 ,0.502903 ,1.336357 ,-0.095289 ,
0.573992 ,0.131220 ,-0.953762 ,0.270127 ,-0.466789 ,-0.480944 ,-0.699647 ,-0.497693 ,0.563517 ,-0.282478 ,-0.517643 ,-0.324096 ,-0.902028 ,0.262586 ,0.666570 ,-0.370927 ,0.110493 ,0.138640 ,0.207094 ,0.235806 ,0.057007 ,0.905185 ,0.058402 ,0.280815 ,
-0.448970 ,-0.125050 ,-0.514918 ,0.238355 ,-0.944068 ,-0.177475 ,0.132103 ,0.972373 ,0.026816 ,-0.699291 ,-0.503743 ,-0.433727 ,0.055899 ,-0.591805 ,-0.924494 ,-0.004910 ,-0.180374 ,-0.420393 ,-0.637578 ,0.012970 ,0.068298 ,0.581308 ,-1.654395 ,0.167719 ,
-1.020288 ,-0.759836 ,-0.946814 ,0.470892 ,-0.769337 ,-0.532262 ,-0.401818 ,-0.463108 ,0.259953 ,0.572614 ,0.607028 ,-0.670694 ,-0.095600 ,-0.358520 ,-0.639460 ,0.509028 ,-0.096092 ,0.138640 ,-0.521313 ,0.839642 ,-0.386979 ,0.586179 ,0.917616 ,0.079600 ,
-0.255237 ,0.492568 ,0.941563 ,-0.166874 ,0.457630 ,0.314319 ,-0.058987 ,-0.708390 ,-0.289099 ,-0.685905 ,-0.770315 ,-0.572569 ,-0.315071 ,0.417436 ,-0.320811 ,-0.993532 ,1.025951 ,0.279637 ,-0.824442 ,0.586344 ,-1.238645 ,0.697637 ,0.967771 ,-0.810997 ,
0.640346 ,-0.684401 ,-0.123654 ,0.917526 ,-0.084717 ,1.240046 ,-0.403703 ,-0.144915 ,-0.612696 ,0.593919 ,0.593699 ,0.459920 ,1.137237 ,0.818585 ,0.072171 ,-0.044573 ,-0.231187 ,-0.361224 ,-0.096068 ,0.663868 ,0.463890 ,0.782280 ,-0.003836 ,0.324952 ,
-0.876298 ,0.933941 ,0.296558 ,0.411842 ,0.521186 ,1.001622 ,0.359706 ,0.550692 ,1.428423 ,0.766901 ,-1.039401 ,-0.919690 ,-0.784629 ,-1.034823 ,0.561504 ,-0.616706 ,-0.337003 ,0.338889 ,0.324331 ,0.235099 ,-0.557109 ,-0.896233 ,-0.076074 ,-0.488390 ,
0.001647 ,0.418224 ,0.686008 ,0.967127 ,-0.067573 ,-0.957849 ,-0.556436 ,1.163611 ,-0.122474 ,-0.438567 ,0.794382 ,0.427957 ,0.420986 ,-0.340083 ,0.374110 ,0.002551 ,-0.466277 ,0.139777 ,-0.130704 ,-0.248788 ,-0.334201 ,-0.485470 ,0.160581 ,-0.410593 ,
-0.477276 ,0.808643 ,-0.686615 ,0.969323 ,-0.668115 ,0.052778 ,0.208738 ,-0.577979 ,0.092218 ,-1.166837 ,0.067035 ,-1.160179 ,-0.721691 ,0.424330 ,-1.049589 ,0.602465 ,0.218188 ,-0.860225 ,-0.173885 ,-0.943740 ,0.100973 ,-0.642894 ,0.016709 ,0.772569 ,
