0.076048 ,0.248864 ,0.728317 ,0.359785 ,-0.804448 ,-1.608042 ,0.608721 ,-0.479846 ,-1.066395 ,1.709659 ,0.838927 ,-0.560080 ,0.677279 ,0.690404 ,0.008261 ,-0.084637 ,0.807035 ,-0.020304 ,0.112457 ,0.455410 ,-0.270739 ,-0.242524 ,-0.372040 ,-0.353101 ,-0.971299 ,-0.363859 ,0.476118 ,0.611931 ,0.189802 ,-0.901189 ,0.935588 ,-0.296790 ,-0.726887 ,-0.112708 ,0.605190 ,0.182978 ,0.456295 ,-0.127028 ,0.103666 ,0.585149 ,0.446624 ,0.938067 ,-0.003092 ,-0.019602 ,-0.389162 ,0.064519 ,-0.730018 ,-0.084206 ,
0.462970 ,0.917066 ,-0.500839 ,0.441753 ,0.475766 ,1.536854 ,0.019814 ,-0.514864 ,1.304886 ,-2.666914 ,0.288627 ,0.395070 ,-0.979928 ,-0.397643 ,0.261712 ,-0.037250 ,-1.138744 ,-0.284803 ,-0.039849 ,-0.867057 ,0.156192 ,-0.039148 ,0.253904 ,0.715793 ,-0.028387 ,-1.439722 ,-1.782533 ,-0.639448 ,-1.001345 ,0.897615 ,0.013452 ,0.206435 ,-0.102801 ,-0.000337 ,0.913095 ,-1.282200 ,0.490544 ,0.512891 ,-0.343263 ,0.939398 ,-0.517404 ,-0.820100 ,-0.430298 ,-0.687814 ,0.826485 ,0.878451 ,1.396393 ,0.645615 ,
-0.576666 ,0.331026 ,-1.028273 ,0.494935 ,-0.044039 ,1.110225 ,0.808721 ,-0.679851 ,0.948208 ,-0.667481 ,0.152718 ,-0.460739 ,0.451327 ,0.213544 ,-0.763888 ,0.108980 ,0.816115 ,-0.686376 ,0.345798 ,0.180379 ,-0.808576 ,0.151884 ,-0.696937 ,-0.769890 ,-0.972684 ,0.764949 ,-0.008133 ,0.866021 ,-0.900785 ,-0.601189 ,-0.406108 ,-0.896790 ,-1.074576 ,-1.135014 ,0.405129 ,-0.429178 ,0.677204 ,-0.025132 ,0.678076 ,-0.529281 ,-0.302139 ,-0.464580 ,-0.511293 ,-0.128668 ,0.607813 ,-0.775589 ,0.154138 ,-0.517752 ,
0.055747 ,0.743353 ,0.574624 ,0.138408 ,-0.684841 ,-1.561768 ,0.819818 ,-0.814859 ,-0.805439 ,2.225523 ,-0.616048 ,0.702849 ,-0.479147 ,0.733782 ,-0.070507 ,-1.413894 ,0.246163 ,-0.994431 ,-0.235600 ,-0.099734 ,-0.019253 ,0.653666 ,0.134322 ,-0.969432 ,0.580439 ,0.365374 ,1.241006 ,0.172537 ,-1.001801 ,-0.902385 ,-0.643230 ,-0.893565 ,-0.633499 ,0.987131 ,0.413155 ,-0.589227 ,-0.382545 ,0.514587 ,-0.044866 ,-0.150566 ,0.209838 ,-0.409801 ,0.133630 ,-0.815531 ,-0.069929 ,-0.257237 ,-0.902007 ,0.224265 ,
0.399074 ,0.263500 ,-0.552957 ,0.171706 ,-1.026323 ,0.502234 ,0.408721 ,-0.379851 ,0.138215 ,-1.055381 ,-1.052886 ,-0.963652 ,-0.163850 ,-0.640265 ,-0.359909 ,-0.138492 ,-0.687661 ,0.655968 ,-0.412043 ,-0.078961 ,-0.545823 ,-0.452291 ,-0.476207 ,-0.381142 ,-0.672837 ,-0.568880 ,-0.516791 ,-0.511482 ,0.394133 ,-0.401189 ,0.909648 ,0.103210 ,-0.465230 ,-0.412513 ,0.905141 ,0.457660 ,0.014722 ,-0.626960 ,-0.254442 ,-0.222319 ,0.074711 ,0.636170 ,0.570821 ,0.529583 ,-0.691536 ,-0.363352 ,0.880831 ,0.524681 ,
-0.940019 ,-0.692848 ,0.091615 ,0.518945 ,-0.908577 ,0.282939 ,-0.680185 ,0.785136 ,-0.440298 ,0.263821 ,-0.013384 ,-0.400554 ,-0.110969 ,-0.225176 ,0.493908 ,-0.387945 ,0.153638 ,-0.589678 ,0.405110 ,-0.002775 ,-0.114225 ,0.550391 ,0.303908 ,0.875256 ,0.375034 ,0.228339 ,0.078746 ,-0.176669 ,-0.201548 ,-0.802385 ,1.006641 ,0.006435 ,-0.521407 ,-0.671484 ,-0.186901 ,-0.762643 ,-0.195639 ,0.213213 ,-0.038593 ,0.942602 ,0.685081 ,0.484387 ,-1.180349 ,-0.334128 ,-0.871606 ,0.717804 ,-0.318789 ,0.909911 ,
-0.415963 ,-0.226718 ,-0.353346 ,-0.996642 ,0.550948 ,0.025985 ,0.401638 ,-0.149441 ,0.065738 ,-0.032181 ,-0.916529 ,0.770885 ,0.855193 ,-0.602205 ,-0.392521 ,0.586934 ,0.264285 ,-0.756778 ,-0.068164 ,-0.324075 ,0.755047 ,-0.644734 ,-0.981056 ,0.537119 ,-0.452015 ,-0.290997 ,0.110279 ,-0.157955 ,-0.600235 ,-0.300416 ,0.298885 ,-0.999868 ,0.824354 ,0.305227 ,-0.072173 ,0.438062 ,-0.678469 ,-0.865075 ,-1.075801 ,0.828588 ,-0.802453 ,0.847372 ,0.163427 ,0.066608 ,-0.682331 ,-0.030295 ,0.245003 ,-0.804974 ,
-0.207255 ,0.527809 ,-0.021118 ,-1.210479 ,-0.271770 ,1.301486 ,0.301636 ,0.950536 ,-0.446010 ,-0.061661 ,-0.105387 ,0.662395 ,-0.600510 ,1.054787 ,0.717675 ,0.959383 ,0.664000 ,-0.473166 ,1.472952 ,0.671620 ,-0.698889 ,-0.975623 ,-0.792033 ,-0.697230 ,-0.908691 ,-0.504906 ,-0.543852 ,-0.222960 ,-0.900075 ,-0.100416 ,-0.468245 ,-0.399868 ,0.775941 ,-1.169687 ,-0.272464 ,-0.373714 ,1.267327 ,-0.389989 ,0.005062 ,0.908359 ,1.234026 ,0.029216 ,0.381101 ,0.971849 ,0.007263 ,-0.666684 ,-0.208631 ,-0.882060 ,
-0.720493 ,-0.642659 ,-0.629743 ,0.831579 ,0.342228 ,0.580729 ,-0.291275 ,-0.379908 ,-0.244874 ,-0.219252 ,0.570109 ,-0.716296 ,-0.564498 ,-0.182279 ,-0.739894 ,-0.488450 ,-0.053549 ,0.674961 ,0.418279 ,0.278255 ,0.649590 ,-0.998152 ,0.086366 ,0.048024 ,-0.670283 ,0.962649 ,0.179041 ,0.520530 ,-0.500255 ,-0.701189 ,0.701427 ,-0.496790 ,-0.654662 ,0.347296 ,0.405238 ,0.066221 ,-0.433673 ,-0.504051 ,-1.017120 ,0.620388 ,0.423863 ,-0.471856 ,-0.671561 ,-0.674065 ,0.823858 ,0.706755 ,0.233356 ,0.490857 ,
-0.125935 ,0.027939 ,-0.287153 ,0.417032 ,-0.738569 ,-0.556665 ,0.908725 ,-0.579907 ,0.328680 ,-0.064444 ,-0.081636 ,-1.066124 ,0.092483 ,0.080701 ,0.280251 ,0.087609 ,0.028699 ,0.788752 ,-0.942210 ,-0.135776 ,-0.228601 ,-0.901274 ,0.627982 ,-0.786643 ,0.254299 ,1.196703 ,-0.019211 ,-0.963973 ,-0.500296 ,-0.201189 ,-1.139951 ,-0.496790 ,0.009337 ,0.021723 ,0.305254 ,0.029506 ,-0.865395 ,-0.413008 ,-1.031310 ,-0.151821 ,0.180079 ,0.130848 ,0.196721 ,0.036926 ,0.026233 ,0.531206 ,0.187785 ,-0.007071 ,
